title,Price,Processor,RAM,Operating System,Display,Storage,Office,warrenty
DELL Inspiron Intel Core i5 12th Gen 1235U - (8 GB/SSD/512 GB SSD/windows 11 home) New Inspiron 15 Lap...,"₹47,980",intel core i5 processor (12th gen),8 gb ddr4 ram,64 bit windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Hardware Service
MSI GF63 Intel Core i5 11th Gen 11400H - (8 GB/1 TB HDD/256 GB SSD/windows 11 home/4 GB Graphics/NVIDI...,"₹69,990",intel core i5 processor (11th gen),8 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,1 tb hdd|256 gb ssd,no-office,2 Year Carry-in Warranty
HP Chromebook Intel Celeron Dual Core N4020 - (4 GB/eMMC/64 GB EMMC Storage/Chrome OS) 14a-ca0505TU Th...,"₹16,990",intel celeron dual core processor,4 gb lpddr4 ram,64 bit chrome operating system,35.56 cm (14 inch) touchscreen display,64 gb emmc,no-office,1 Year onsite warranty
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 7 155H - (32 GB/SSD/1 TB SSD/windows 11 home) NP960XGK-K...,"₹1,76,990",intel core ultra 7 processor,32 gb lpddr5x ram,64 bit windows 11 operating system,40.64 cm (16 inch) touchscreen display,1 tb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 5 125H - (16 GB/SSD/512 GB SSD/windows 11 home) NP940XGK...,"₹1,26,990",intel core ultra 5 processor,16 gb lpddr5x ram,64 bit windows 11 operating system,35.56 cm (14 inch) touchscreen display,512 gb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
ASUS Vivobook S14 OLED Intel EVO H-Series Intel Core i5 12th Gen 12500H - (16 GB/SSD/512 GB SSD/Window...,"₹70,990",intel core i5 processor (12th gen),16 gb ddr4 ram,64 bit windows 11 operating system,35.56 cm (14 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
DELL Intel Core i5 12th Gen 1235U - (16 GB/SSD/512 GB SSD/windows 11 home) Inspiron 3520 Thin and Ligh...,"₹52,490",intel core i5 processor (12th gen),16 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Hardware Service
HP 15s (2023) AMD Ryzen 3 Quad Core 7320U - (8 GB/SSD/512 GB SSD/windows 11 home) 15-fc0026AU Thin and...,"₹37,999",amd ryzen 3 quad core processor,8 gb lpddr5 ram,64 bit windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 7 155H - (32 GB/SSD/1 TB SSD/windows 11 home) NP940XGK-K...,"₹1,66,990",intel core ultra 7 processor,32 gb lpddr5x ram,64 bit windows 11 operating system,35.56 cm (14 inch) touchscreen display,1 tb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
Lenovo IdeaPad Slim 1 AMD Ryzen 5 Quad Core 7520U - (8 GB/SSD/512 GB SSD/windows 11 home) 15AMN7 Thin ...,"₹35,999",amd ryzen 5 quad core processor,8 gb lpddr5 ram,windows 11 home,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Carry-in Warranty
Lenovo IdeaPad Slim 3 Intel Core i5 13th Gen 13420H - (16 GB/SSD/512 GB SSD/windows 11 home) 15IRH8 Th...,"₹58,750",intel core i5 processor (13th gen),16 gb lpddr5 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Carry-in Warranty
MSI Modern 14 Intel Core i3 13th Gen 1315U - (8 GB/SSD/512 GB SSD/windows 11 home) Modern 14 C13M-438I...,"₹35,990",intel core i3 processor (13th gen),8 gb ddr4 ram,windows 11 operating system,35.56 cm (14 inch) display,512 gb ssd,no-office,1 Year Carry-in Warranty
ASUS Vivobook 14 (2023) Intel Core i3 13th Gen 1315U - (8 GB/SSD/512 GB SSD/windows 11 home) X1404VA-N...,"₹38,990",intel core i3 processor (13th gen),8 gb ddr4 ram,windows 11 operating system,35.56 cm (14 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
HP 2023 Intel Core i3 12th Gen 1215U - (8 GB/SSD/512 GB SSD/windows 11 home) 15s-fy5003TU Thin and Lig...,"₹37,990",intel core i3 processor (12th gen),8 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
SAMSUNG Galaxy Book4 Intel Core 5 120U - (8 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KS1IN / NP750X...,"₹73,990",intel core 5 processor,8 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U - (8 GB/SSD/256 GB SSD/windows 11 home) 15IAU7 Thin...,"₹32,990",intel core i3 processor (12th gen),8 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,256 gb ssd,no-office,1 Year Carry-in Warranty
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen 13500H - (16 GB/SSD/512 GB SSD/windows 11 home) 16IRL8 Th...,"₹65,990",intel core i5 processor (13th gen),16 gb lpddr5 ram,windows 11 home,40.64 cm (16 inch) display,512 gb ssd,no-office,1 Yr Onsite Warranty + 1 Yr Premium Care
SAMSUNG Galaxy Book4 Intel Core 5 120U - (8 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KG1IN / NP750X...,"₹73,990",intel core 5 processor,8 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
SAMSUNG Galaxy Book4 Intel Core 5 120U - (16 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KS2IN / NP750...,"₹78,990",intel core 5 processor,16 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
Ultimus Intel Celeron Dual Core - (4 GB/eMMC/128 GB EMMC Storage/windows 11 home) NU14U31NC43BN-CS Thi...,"₹10,990",intel celeron dual core processor,4 gb ddr4 ram,windows 11 operating system,35.56 cm (14 inch) display,128 gb emmc,no-office,1 Year Onsite warranty
ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (8 GB/SSD/512 GB SSD/windows 11 home) X1502ZA-EJ953WS ...,"₹37,990",intel core i3 processor (12th gen),8 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
Lenovo V15 AMD Ryzen 5 Quad Core 5500U - (8 GB/SSD/512 GB SSD/windows 11 home) V15 Business Laptop,"₹33,990",amd ryzen 5 quad core processor,8 gb lpddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Warranty
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (16 GB/1 TB SSD/windows 11 home/4 GB ...","₹60,990",amd ryzen 5 hexa core processor,16 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,1 tb ssd,no-office,1 Year Onsite Warranty
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 7 155H - (16 GB/SSD/512 GB SSD/windows 11 home) NP940XGK...,"₹1,34,990",intel core ultra 7 processor,16 gb lpddr5x ram,64 bit windows 11 operating system,35.56 cm (14 inch) touchscreen display,512 gb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
SAMSUNG Galaxy Book4 Intel Core 7 150U - (16 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KS3IN / NP750...,"₹87,990",intel core 7 processor,16 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
Apple 2022 MacBook AIR Apple M2 - (8 GB/SSD/256 GB SSD/Mac OS Monterey) MLXY3HN/A,"₹89,990",apple m2 processor,8 gb unified memory ram,mac os operating system,34.54 cm (13.6 inch) display,256 gb ssd,no-office,1 Year Limited Warra­nty
Acer Predator Neo (2023) Intel Core i5 13th Gen 13500HX - (16 GB/512 GB SSD/windows 11 home/6 GB Graph...,"₹94,990",intel core i5 processor (13th gen),16 gb ddr5 ram,windows 11 operating system,40.64 cm (16 inch) display,512 gb ssd,no-office,1 Year International Travelers Warranty (ITW)
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 7 155H - (32 GB/SSD/1 TB SSD/windows 11 home) NP960XGK-K...,"₹1,76,990",intel core ultra 7 processor,32 gb lpddr5x ram,64 bit windows 11 operating system,40.64 cm (16 inch) touchscreen display,1 tb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 5 125H - (16 GB/SSD/512 GB SSD/windows 11 home) NP940XGK...,"₹1,26,990",intel core ultra 5 processor,16 gb lpddr5x ram,64 bit windows 11 operating system,35.56 cm (14 inch) touchscreen display,512 gb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
Lenovo IdeaPad Slim 5 Intel Core i5 12th Gen 12450H - (16 GB/SSD/512 GB SSD/windows 11 home) 14IAH8 Th...,"₹62,990",intel core i5 processor (12th gen),16 gb lpddr5 ram,windows 11 operating system,35.56 cm (14 inch) display,512 gb ssd,no-office,1 Year Onsite Premium Support with 1 Year Onsite Warranty
HP Intel Core i5 12th Gen 1235U - (16 GB/SSD/512 GB SSD/windows 11 home) 15s-fq5330TU Thin and Light L...,"₹52,490",intel core i5 processor (12th gen),16 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite warranty
DELL Inspiron 3000 Intel Core i3 11th Gen 1115G4 - (8 GB/SSD/512 GB SSD/windows 11 home) 3511 Thin and...,"₹36,990",intel core i3 processor (11th gen),8 gb ddr4 ram,64 bit windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
Lenovo AMD Ryzen 7 Octa Core 7730U - (16 GB/SSD/512 GB SSD/windows 11 home) V15 G4 Thin and Light Lapt...,"₹43,990",amd ryzen 7 octa core processor,16 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
HP 2023 Intel Core i3 12th Gen 1215U - (8 GB/SSD/512 GB SSD/windows 11 home) 15s-fy5003TU Thin and Lig...,"₹37,990",intel core i3 processor (12th gen),8 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
SAMSUNG Galaxy Book4 Intel Core 5 120U - (8 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KS1IN / NP750X...,"₹73,990",intel core 5 processor,8 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
Lenovo IdeaPad Slim 1 AMD Ryzen 3 Quad Core 7320U - (8 GB/SSD/512 GB SSD/windows 11 home) 15AMN7 Thin ...,"₹32,990",amd ryzen 3 quad core processor,8 gb lpddr5 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite warranty
"ASUS Vivobook 16X (2023) For Creator, Intel H-Series Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD...","₹79,990",intel core i7 processor (12th gen),16 gb ddr4 ram,windows 11 operating system,40.64 cm (16 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
SAMSUNG Galaxy Book4 Intel Core 5 120U - (8 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KG1IN / NP750X...,"₹73,990",intel core 5 processor,8 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
SAMSUNG Galaxy Book4 Intel Core 5 120U - (16 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KS2IN / NP750...,"₹78,990",intel core 5 processor,16 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
HP Victus AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/windows 11 home/4 GB Graphics/NVIDIA GeForce ...,"₹56,990",amd ryzen 5 hexa core processor,8 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/SSD/512 GB SSD/windows 11 home) 15IAH8 Th...,"₹55,390",intel core i5 processor (12th gen),16 gb lpddr5 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Carry-in Warranty
WINGS Nuvobook S2 Aluminium Alloy Metal Body Intel Core i3 11th Gen 1125G4 - (8 GB/SSD/512 GB SSD/Wind...,"₹24,990",intel core i3 processor (11th gen),8 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
ASUS Vivobook 16 (2023) AMD Ryzen 7 Octa Core 7730U - (16 GB/SSD/512 GB SSD/windows 11 home) M1605YA-M...,"₹54,990",amd ryzen 7 octa core processor,16 gb ddr4 ram,windows 11 operating system,40.64 cm (16 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 7 155H - (32 GB/SSD/1 TB SSD/windows 11 home) NP960XGK-K...,"₹1,76,990",intel core ultra 7 processor,32 gb lpddr5x ram,64 bit windows 11 operating system,40.64 cm (16 inch) touchscreen display,1 tb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 5 125H - (16 GB/SSD/512 GB SSD/windows 11 home) NP940XGK...,"₹1,26,990",intel core ultra 5 processor,16 gb lpddr5x ram,64 bit windows 11 operating system,35.56 cm (14 inch) touchscreen display,512 gb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11260H - (8 GB/512 GB SSD/Windows 11 Ho...,"₹50,990",intel core i5 processor (11th gen),8 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Carry-in Warranty
HP Pavilion AMD Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeFo...,"₹58,259",amd ryzen 5 hexa core processor,8 gb ddr4 ram,windows 10 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
HP 15s (2023) AMD Ryzen 3 Quad Core 7320U - (8 GB/SSD/512 GB SSD/windows 11 home) 15-fc0026AU Thin and...,"₹37,999",amd ryzen 3 quad core processor,8 gb lpddr5 ram,64 bit windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 7 155H - (32 GB/SSD/1 TB SSD/windows 11 home) NP940XGK-K...,"₹1,66,990",intel core ultra 7 processor,32 gb lpddr5x ram,64 bit windows 11 operating system,35.56 cm (14 inch) touchscreen display,1 tb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
DELL Intel Core i5 13th Gen 1334U - (16 GB/SSD/512 GB SSD/windows 11 home) Inspiron 3530 Thin and Ligh...,"₹57,990",intel core i5 processor (13th gen),16 gb ddr4 ram,64 bit windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Hardware Service
Ultimus Elite Intel Core i5 10th Gen 1035G4 - (8 GB/SSD/512 GB SSD/windows 11 home) NU14U3INF56BN-MB T...,"₹26,990",intel core i5 processor (10th gen),8 gb ddr4 ram,windows 11 operating system,35.81 cm (14.1 inch) display,512 gb ssd,no-office,1 Year On-Site Warranty
Acer Nitro V Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/windows 11 home/6 GB Graphics/NVIDIA Ge...,"₹73,900",intel core i5 processor (13th gen),16 gb ddr5 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year International Travelers Warranty (ITW)
Lenovo Intel Celeron Dual Core 4th Gen - (8 GB/SSD/256 GB SSD/DOS) 82QYA00HIN Laptop,"₹22,990",intel celeron dual core processor (4th gen),8 gb ddr4 ram,64 bit dos operating system,39.62 cm (15.6 inch) display,256 gb ssd,no-office,1 Years
HP (15s-fq5007TU) Intel Core i3 12th Gen 1215U - (8 GB/SSD/512 GB SSD/windows 11 home) 15s-fq5327TU Th...,"₹38,990",intel core i3 processor (12th gen),8 gb ddr4 ram,windows 11 home,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
SAMSUNG Galaxy Book3 Intel Core i7 13th Gen 1355U - (16 GB/SSD/512 GB SSD/windows 11 home) Galaxy Book...,"₹71,999",intel core i7 processor (13th gen),16 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
HP Victus 15 AMD Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/windows 11 home/4 GB Graphics/NVIDIA GeFo...,"₹62,990",amd ryzen 5 hexa core processor,16 gb ddr4 ram,windows 11 operating system,38.86 cm (15.3 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
DELL AMD Ryzen 5 Hexa Core 5500U - (8 GB/SSD/512 GB SSD/windows 11 home) Vostro 3525 Laptop,"₹35,990",amd ryzen 5 hexa core processor,8 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Hardware Service
HP 2023 Intel Core i3 12th Gen 1215U - (8 GB/SSD/512 GB SSD/windows 11 home) 15s-fy5003TU Thin and Lig...,"₹37,990",intel core i3 processor (12th gen),8 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
SAMSUNG Galaxy Book4 Intel Core 5 120U - (8 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KS1IN / NP750X...,"₹73,990",intel core 5 processor,8 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
SAMSUNG Galaxy Book 2 Intel Core i5 12th Gen 1235U - (8 GB/SSD/512 GB SSD/windows 11 home) NP550 Thin ...,"₹52,990",intel core i5 processor (12th gen),8 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/SSD/512 GB SSD/windows 11 home) A315-59-36HE Thin a...,"₹32,990",intel core i3 processor (12th gen),8 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
Lenovo IdeaPad Slim 3 AMD Ryzen 5 Quad Core 7520U - (16 GB/SSD/512 GB SSD/windows 11 home) 15AMN8 Thin...,"₹43,490",amd ryzen 5 quad core processor,16 gb lpddr5 ram,windows 11 home,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Carry-in Warranty
HP Pavilion x360 Intel Core i5 13th Gen 1335U - (16 GB/SSD/1 TB SSD/windows 11 home) 14-ek1010TU 2 in ...,"₹75,990",intel core i5 processor (13th gen),16 gb ddr4 ram,64 bit windows 11 operating system,35.56 cm (14 inch) touchscreen display,1 tb ssd,no-office,1 Year Onsite Warranty
SAMSUNG Galaxy Book4 Intel Core 5 120U - (8 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KG1IN / NP750X...,"₹73,990",intel core 5 processor,8 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
SAMSUNG Galaxy Book4 Intel Core 5 120U - (16 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KS2IN / NP750...,"₹78,990",intel core 5 processor,16 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
Lenovo LOQ (2024) Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/windows 11 home/6 GB Graphics/NVI...,"₹73,990",intel core i5 processor (13th gen),16 gb ddr5 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,office home & student 2021,1 Year Carry-in Warranty
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i7 13th Gen 13700H - (16 GB/SSD/512 GB SSD/windows 11 home) 1...,"₹90,190",intel core i7 processor (13th gen),16 gb lpddr5x ram,windows 11 operating system,35.56 cm (14 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty + 1Year Premium Care
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 7 155H - (16 GB/SSD/512 GB SSD/windows 11 home) NP940XGK...,"₹1,34,990",intel core ultra 7 processor,16 gb lpddr5x ram,64 bit windows 11 operating system,35.56 cm (14 inch) touchscreen display,512 gb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
SAMSUNG Galaxy Book4 Intel Core 7 150U - (16 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KS3IN / NP750...,"₹87,990",intel core 7 processor,16 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
